CLIENTNUM,Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,age_range,months_on_book_range,Credit_Limit_range,Avg_Open_To_Buy_range,Total_Amt_Chng_Q4_Q1_range,Total_Trans_Amtrange,Total_Ct_Chng_Q4_Q1_range,Avg_Utilization_Ratio_range,Total_Revolving_Bal_range,Total_Trans_Ct_range,Prediction
718397658,Existing Customer,Female,0,Unknown,Single,$40K - $60K,Blue,36,6,3,2,65+,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,2155.5-3899.0,0.818-3.714,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
718826883,Attrited Customer,Male,3,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
716733933,Existing Customer,Female,2,High School,Married,Unknown,Blue,30,5,3,2,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.818-3.714,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
809307108,Existing Customer,Female,1,High School,Single,Unknown,Blue,39,4,3,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.818-3.714,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
778671483,Existing Customer,Female,3,Uneducated,Single,Less than $40K,Blue,13,5,3,3,30-39,0-18,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.582-0.702,0.503-0.999,359.0-1276.0,45.0-67.0,Existing Customer
815504583,Attrited Customer,Female,4,Graduate,Single,$40K - $60K,Blue,43,3,2,4,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
789319458,Existing Customer,Male,5,Uneducated,Single,$60K - $80K,Blue,38,6,2,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,3899.0-4741.0,-0.001-0.582,0.023-0.176,1276.0-1784.0,45.0-67.0,Existing Customer
710382108,Existing Customer,Female,3,Post-Graduate,Married,Less than $40K,Blue,19,5,1,2,30-39,19-32,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.702-0.818,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
720895533,Existing Customer,Female,4,Unknown,Married,Less than $40K,Blue,22,6,3,3,30-39,19-32,1438.299-2555.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.818-3.714,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
709891608,Attrited Customer,Male,2,High School,Married,$120K +,Blue,24,5,2,3,40-49,19-32,4549.0-11067.5,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
717136533,Existing Customer,Female,2,Uneducated,Single,Less than $40K,Blue,26,4,2,2,30-39,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,4741.0-18484.0,0.818-3.714,0.176-0.503,359.0-1276.0,67.0-81.0,Existing Customer
790164408,Existing Customer,Female,1,Unknown,Married,Less than $40K,Blue,52,6,3,3,50-59,49-72,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.702-0.818,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
795613233,Existing Customer,Female,2,Graduate,Married,Unknown,Blue,42,4,2,0,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,4741.0-18484.0,0.702-0.818,0.023-0.176,1276.0-1784.0,67.0-81.0,Existing Customer
709009833,Existing Customer,Male,3,Graduate,Married,$40K - $60K,Blue,44,3,3,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,3899.0-4741.0,0.582-0.702,-0.001-0.023,-0.001-359.0,45.0-67.0,Existing Customer
720054183,Existing Customer,Female,2,Graduate,Single,$40K - $60K,Blue,25,4,2,2,40-49,19-32,2555.0-4549.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.818-3.714,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
713193408,Existing Customer,Female,0,Unknown,Single,Less than $40K,Blue,52,3,3,3,50-59,49-72,1438.299-2555.0,2.999-1324.5,0.736-0.859,2155.5-3899.0,0.818-3.714,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
801508383,Existing Customer,Male,2,Graduate,Married,$80K - $120K,Blue,42,6,3,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,3899.0-4741.0,0.582-0.702,0.023-0.176,1276.0-1784.0,81.0-139.0,Existing Customer
711949683,Attrited Customer,Female,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
787747308,Attrited Customer,Female,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,2155.5-3899.0,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Attrited Customer
720064158,Existing Customer,Female,3,Post-Graduate,Married,Less than $40K,Blue,36,4,2,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,3899.0-4741.0,0.582-0.702,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
779104608,Attrited Customer,Female,3,High School,Unknown,Unknown,Blue,15,5,1,3,30-39,0-18,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,0.582-0.702,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
715477233,Existing Customer,Female,1,High School,Unknown,Unknown,Blue,36,3,2,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,3899.0-4741.0,0.818-3.714,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
719524383,Existing Customer,Female,3,Graduate,Single,$40K - $60K,Blue,22,3,1,3,30-39,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,-0.001-0.582,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
713804883,Attrited Customer,Female,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,40-49,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
710359458,Existing Customer,Female,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.859-3.397,3899.0-4741.0,-0.001-0.582,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
716311683,Existing Customer,Male,4,College,Married,$80K - $120K,Blue,36,4,1,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,2155.5-3899.0,0.818-3.714,0.023-0.176,1276.0-1784.0,45.0-67.0,Existing Customer
753795633,Attrited Customer,Female,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.631-0.736,2155.5-3899.0,0.702-0.818,0.503-0.999,1784.0-2517.0,9.999-45.0,Attrited Customer
780076833,Existing Customer,Male,1,Unknown,Unknown,$80K - $120K,Blue,29,6,1,2,40-49,19-32,4549.0-11067.5,3474.0-9859.0,0.631-0.736,3899.0-4741.0,0.582-0.702,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
716019333,Existing Customer,Female,0,Unknown,Single,Less than $40K,Blue,56,6,3,3,65+,49-72,1438.299-2555.0,2.999-1324.5,0.859-3.397,3899.0-4741.0,0.818-3.714,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
820657083,Existing Customer,Male,4,College,Single,$80K - $120K,Silver,48,5,1,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,2155.5-3899.0,0.582-0.702,-0.001-0.023,359.0-1276.0,67.0-81.0,Existing Customer
716901858,Existing Customer,Male,4,Doctorate,Married,$40K - $60K,Blue,39,5,1,2,40-49,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
756571983,Existing Customer,Female,3,High School,Single,Less than $40K,Blue,36,6,2,3,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.818-3.714,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
817607358,Attrited Customer,Female,2,High School,Unknown,Unknown,Gold,35,3,3,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,2155.5-3899.0,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
778268508,Existing Customer,Female,2,Uneducated,Single,Unknown,Blue,47,5,2,1,50-59,32-48,4549.0-11067.5,1324.5-3474.0,0.631-0.736,3899.0-4741.0,0.702-0.818,0.176-0.503,1784.0-2517.0,81.0-139.0,Existing Customer
778984383,Existing Customer,Female,3,High School,Married,Unknown,Blue,31,3,3,1,40-49,19-32,2555.0-4549.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.702-0.818,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
720771933,Existing Customer,Female,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,2,1,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,3899.0-4741.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
748827033,Existing Customer,Male,3,Graduate,Divorced,$60K - $80K,Blue,37,5,2,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,4741.0-18484.0,0.582-0.702,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
712591983,Existing Customer,Female,5,Graduate,Single,$40K - $60K,Blue,41,4,2,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.818-3.714,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
712181658,Existing Customer,Female,2,Graduate,Single,$40K - $60K,Blue,36,4,3,1,30-39,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,4741.0-18484.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
712297683,Attrited Customer,Female,3,College,Married,Less than $40K,Blue,35,6,3,2,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
714684933,Attrited Customer,Female,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,40-49,19-32,2555.0-4549.0,3474.0-9859.0,0.631-0.736,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
720742083,Attrited Customer,Female,4,Unknown,Married,Less than $40K,Blue,36,4,3,3,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,2155.5-3899.0,-0.001-0.582,0.503-0.999,1784.0-2517.0,45.0-67.0,Attrited Customer
772310958,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,31,4,6,3,40-49,19-32,2555.0-4549.0,3474.0-9859.0,0.631-0.736,4741.0-18484.0,-0.001-0.582,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
715343883,Existing Customer,Female,3,High School,Single,Less than $40K,Blue,32,5,3,3,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,3899.0-4741.0,0.818-3.714,0.503-0.999,1276.0-1784.0,45.0-67.0,Existing Customer
720470133,Existing Customer,Male,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.176-0.503,1276.0-1784.0,81.0-139.0,Existing Customer
710420133,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,34,6,2,2,40-49,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
720933408,Existing Customer,Female,2,Uneducated,Unknown,Less than $40K,Blue,36,3,1,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,4741.0-18484.0,0.702-0.818,0.176-0.503,1784.0-2517.0,81.0-139.0,Existing Customer
716304483,Existing Customer,Female,3,High School,Married,$40K - $60K,Blue,36,3,2,3,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.702-0.818,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
719534058,Existing Customer,Female,0,Graduate,Unknown,Less than $40K,Blue,14,3,2,1,18-29,0-18,1438.299-2555.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
710515308,Existing Customer,Female,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,4741.0-18484.0,0.582-0.702,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
797241108,Existing Customer,Male,1,Graduate,Married,$120K +,Blue,41,5,3,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,3899.0-4741.0,0.582-0.702,0.023-0.176,359.0-1276.0,81.0-139.0,Existing Customer
708884658,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,31,5,1,1,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
794475483,Existing Customer,Male,4,Uneducated,Married,$80K - $120K,Silver,27,4,3,2,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.631-0.736,3899.0-4741.0,0.582-0.702,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
714315858,Existing Customer,Female,3,High School,Married,Less than $40K,Blue,37,6,1,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,4741.0-18484.0,0.702-0.818,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
717217983,Existing Customer,Female,3,Graduate,Married,Less than $40K,Blue,30,6,2,3,40-49,19-32,2555.0-4549.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.818-3.714,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
721124658,Attrited Customer,Male,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,40-49,19-32,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
716753058,Existing Customer,Female,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,30-39,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,4741.0-18484.0,0.702-0.818,0.176-0.503,359.0-1276.0,67.0-81.0,Existing Customer
711069483,Existing Customer,Female,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,4741.0-18484.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
708478233,Existing Customer,Female,3,Graduate,Married,$40K - $60K,Blue,36,4,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,3899.0-4741.0,0.818-3.714,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
710783358,Existing Customer,Male,3,High School,Unknown,$80K - $120K,Blue,35,5,3,2,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
713710383,Existing Customer,Male,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.736-0.859,2155.5-3899.0,0.818-3.714,0.023-0.176,1784.0-2517.0,45.0-67.0,Existing Customer
720815208,Attrited Customer,Male,0,High School,Single,$120K +,Blue,39,5,3,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
721338783,Existing Customer,Female,4,Uneducated,Married,Unknown,Blue,36,3,2,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,2155.5-3899.0,0.582-0.702,0.176-0.503,1784.0-2517.0,67.0-81.0,Existing Customer
714121983,Existing Customer,Female,3,Graduate,Single,Unknown,Blue,42,4,2,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,3899.0-4741.0,0.702-0.818,0.176-0.503,1276.0-1784.0,81.0-139.0,Existing Customer
715061733,Existing Customer,Male,3,College,Single,$60K - $80K,Blue,36,4,1,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,2155.5-3899.0,0.818-3.714,0.023-0.176,359.0-1276.0,67.0-81.0,Existing Customer
720520308,Attrited Customer,Female,4,Graduate,Married,Less than $40K,Blue,28,4,2,3,40-49,19-32,4549.0-11067.5,3474.0-9859.0,0.631-0.736,2155.5-3899.0,0.582-0.702,0.176-0.503,1784.0-2517.0,45.0-67.0,Attrited Customer
806908608,Existing Customer,Female,2,Unknown,Married,Less than $40K,Blue,41,5,2,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,3899.0-4741.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
798972183,Attrited Customer,Female,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,2155.5-3899.0,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
715030308,Existing Customer,Male,4,Graduate,Married,$40K - $60K,Blue,27,5,1,2,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.859-3.397,3899.0-4741.0,0.818-3.714,0.503-0.999,359.0-1276.0,45.0-67.0,Existing Customer
708244458,Existing Customer,Female,2,Unknown,Married,Less than $40K,Blue,35,3,3,2,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.631-0.736,2155.5-3899.0,0.818-3.714,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
789479058,Existing Customer,Female,4,College,Divorced,$40K - $60K,Blue,37,5,3,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,3899.0-4741.0,0.818-3.714,-0.001-0.023,-0.001-359.0,45.0-67.0,Existing Customer
784998108,Existing Customer,Male,3,High School,Married,$80K - $120K,Blue,22,5,3,2,30-39,19-32,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
711808383,Existing Customer,Male,3,Graduate,Divorced,$60K - $80K,Blue,39,5,1,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,3899.0-4741.0,0.702-0.818,0.176-0.503,1276.0-1784.0,81.0-139.0,Existing Customer
770839608,Existing Customer,Female,1,Unknown,Single,Less than $40K,Blue,47,6,1,1,65+,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
713866308,Existing Customer,Male,4,Unknown,Single,$60K - $80K,Blue,36,5,2,1,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,3899.0-4741.0,0.582-0.702,0.023-0.176,1784.0-2517.0,67.0-81.0,Existing Customer
714250908,Attrited Customer,Female,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,50-59,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,2155.5-3899.0,0.818-3.714,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
739317558,Existing Customer,Male,5,Graduate,Married,$80K - $120K,Blue,35,4,3,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,4741.0-18484.0,0.818-3.714,0.176-0.503,1784.0-2517.0,81.0-139.0,Existing Customer
718702908,Existing Customer,Female,2,Unknown,Single,Less than $40K,Blue,36,6,2,1,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,3899.0-4741.0,0.582-0.702,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
720644883,Existing Customer,Female,1,College,Married,Unknown,Blue,40,3,2,1,50-59,32-48,4549.0-11067.5,1324.5-3474.0,0.631-0.736,4741.0-18484.0,0.818-3.714,0.176-0.503,1784.0-2517.0,81.0-139.0,Existing Customer
717182883,Existing Customer,Female,1,High School,Married,Unknown,Blue,36,3,2,2,30-39,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.818-3.714,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
719384433,Attrited Customer,Female,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,2155.5-3899.0,0.702-0.818,0.503-0.999,359.0-1276.0,45.0-67.0,Existing Customer
787301208,Existing Customer,Male,2,Uneducated,Divorced,$40K - $60K,Blue,46,5,1,1,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
720924633,Existing Customer,Female,5,Graduate,Unknown,Less than $40K,Blue,27,4,2,1,40-49,19-32,1438.299-2555.0,1324.5-3474.0,0.859-3.397,3899.0-4741.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
721316358,Existing Customer,Male,3,High School,Married,$60K - $80K,Blue,28,5,1,1,40-49,19-32,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
716118633,Existing Customer,Male,2,Post-Graduate,Divorced,$60K - $80K,Blue,36,6,1,1,40-49,32-48,4549.0-11067.5,1324.5-3474.0,0.736-0.859,3899.0-4741.0,0.582-0.702,0.176-0.503,1784.0-2517.0,67.0-81.0,Existing Customer
789880533,Attrited Customer,Female,4,Graduate,Single,$40K - $60K,Blue,36,5,3,4,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,2155.5-3899.0,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Attrited Customer
711221958,Attrited Customer,Female,3,Graduate,Single,$40K - $60K,Blue,26,3,2,2,40-49,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
715510683,Existing Customer,Female,1,High School,Single,Less than $40K,Blue,29,3,2,2,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
718689258,Existing Customer,Female,2,Doctorate,Married,$40K - $60K,Blue,29,5,2,3,30-39,19-32,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.818-3.714,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
716368008,Attrited Customer,Female,1,Graduate,Married,Unknown,Blue,36,4,2,2,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,2155.5-3899.0,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
712092783,Attrited Customer,Female,3,Doctorate,Single,Less than $40K,Blue,40,6,2,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
789541458,Existing Customer,Female,1,High School,Married,Less than $40K,Blue,28,6,0,2,30-39,19-32,1438.299-2555.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.818-3.714,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
719539458,Existing Customer,Female,3,Graduate,Single,Less than $40K,Blue,41,5,3,3,40-49,32-48,2555.0-4549.0,3474.0-9859.0,0.631-0.736,4741.0-18484.0,0.818-3.714,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
713082708,Existing Customer,Female,2,High School,Married,Less than $40K,Blue,36,6,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,3899.0-4741.0,-0.001-0.582,0.176-0.503,359.0-1276.0,45.0-67.0,Existing Customer
794665608,Existing Customer,Female,3,Graduate,Single,$40K - $60K,Blue,33,4,2,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,3899.0-4741.0,0.818-3.714,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
712827258,Existing Customer,Male,3,Uneducated,Married,$40K - $60K,Blue,25,5,0,3,30-39,19-32,1438.299-2555.0,1324.5-3474.0,0.859-3.397,4741.0-18484.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
714525633,Existing Customer,Female,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.818-3.714,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
708726708,Attrited Customer,Female,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,2155.5-3899.0,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
768498258,Existing Customer,Female,1,High School,Married,Unknown,Blue,41,3,2,3,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.582-0.702,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
712767858,Attrited Customer,Female,0,College,Single,$40K - $60K,Blue,30,5,2,3,40-49,19-32,1438.299-2555.0,2.999-1324.5,-0.001-0.631,2155.5-3899.0,0.582-0.702,0.503-0.999,359.0-1276.0,9.999-45.0,Attrited Customer
709231683,Existing Customer,Female,2,Graduate,Unknown,$40K - $60K,Blue,23,6,2,3,30-39,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.702-0.818,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
712445583,Attrited Customer,Female,0,College,Single,Unknown,Blue,15,3,1,4,30-39,0-18,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
711461658,Existing Customer,Male,1,High School,Married,$40K - $60K,Blue,29,5,3,2,40-49,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,0.702-0.818,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
713891133,Attrited Customer,Female,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,359.0-1276.0,9.999-45.0,Attrited Customer
710074458,Existing Customer,Female,5,High School,Divorced,Less than $40K,Blue,34,3,1,3,40-49,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.818-3.714,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
